Year,Month,District,Region,Estimated_Population,Confirmed_Malaria_Cases,Incidence_per_1000,Incidence_per_100,Rainfall_mm,Temperature_C,RH_percent,Month_Num,Rainfall_lag1,Rainfall_lag2,Cases_lag1,Cases_lag2
2016,February,Buea,Southwest,155800,375,2.41,0.24,0.014955951649252201,0.9056603773584913,0.3393665158371042,2,0.0032780167998360987,0.002458512599877074,0.0944055944055944,0.11258741258741259
2016,March,Buea,Southwest,155800,412,2.65,0.26,0.14156935054292152,0.8490566037735849,0.5927601809954752,3,0.014955951649252201,0.0032780167998360987,0.0853146853146853,0.0944055944055944
2016,April,Buea,Southwest,155800,576,3.7,0.37,0.10448678549477566,0.7735849056603774,0.6696832579185523,4,0.14156935054292152,0.014955951649252201,0.11118881118881116,0.0853146853146853
2016,May,Buea,Southwest,155800,620,3.98,0.4,0.17844703954107766,0.6981132075471699,0.6606334841628958,5,0.10448678549477566,0.14156935054292152,0.22587412587412584,0.11118881118881116
2016,June,Buea,Southwest,155800,750,4.82,0.48,0.3194017619340299,0.4716981132075473,0.7963800904977374,6,0.17844703954107766,0.10448678549477566,0.2566433566433566,0.22587412587412584
2016,July,Buea,Southwest,155800,855,5.49,0.55,0.27289489858635524,0.33962264150943433,0.8597285067873308,7,0.3194017619340299,0.17844703954107766,0.3475524475524475,0.2566433566433566
2016,August,Buea,Southwest,155800,952,6.11,0.61,0.2948166359352592,0.2452830188679247,0.8914027149321271,8,0.27289489858635524,0.3194017619340299,0.42097902097902096,0.3475524475524475
2016,September,Buea,Southwest,155800,916,5.88,0.59,0.21552960458922352,0.35849056603773555,0.8371040723981906,9,0.2948166359352592,0.27289489858635524,0.4888111888111888,0.42097902097902096
2016,October,Buea,Southwest,155800,722,4.63,0.46,0.1921737348903913,0.5094339622641506,0.7601809954751131,10,0.21552960458922352,0.2948166359352592,0.4636363636363636,0.4888111888111888
2016,November,Buea,Southwest,155800,559,3.58,0.36,0.05121901249743905,0.584905660377359,0.7330316742081453,11,0.1921737348903913,0.21552960458922352,0.32797202797202796,0.4636363636363636
2016,December,Buea,Southwest,155800,444,2.85,0.28,0.02540463019872977,0.6603773584905666,0.5927601809954752,12,0.05121901249743905,0.1921737348903913,0.213986013986014,0.32797202797202796
